	word	proposed_splitting	count_pre	count_post
850	energytwitter	['energy', 'twitter']	4	
851	rewe	['re', 'we']	1	
852	thehopeofeaster		1	
853	ivory		1	
854	repeals		1	
855	environmentalist		1	
856	h2omorrow	['h', '2', 'o', 'morrow']	1	
857	antifa	['anti', 'fa']	1	
858	artofchange21	['art', 'of', 'change', '21']	1	
859	bob		1	
860	takebackcontrol	['take', 'back', 'control']	3	
861	milan		2	1.0
862	boycottpalmoil	['boycott', 'palm', 'oil']	1	
863	oman		1	
864	safety		1	
865	growth4good	['growth', '4', 'good']	1	
866	edmonton		1	
867	northamerica		1	
868	betterwithforests	['better', 'with', 'forests']	1	
869	nordiccountries		1	
870	climatereality	['climate', 'reality']	2	2.0
871	natureisbeautiful	['nature', 'is', 'beautiful']	1	
872	graphicdesign	['graphic', 'design']	1	
873	ice		3	3.0
874	disarmhate	['disarm', 'hate']	1	
875	vawt		1	
876	dems		4	
877	oceanaction15910	['ocean', 'action', '15910']	2	
878	lnppropaganda		1	
879	smallislandstates	['small', 'island', 'states']	1	
880	trumpvisit	['trump', 'visit']	1	
881	bike		1	
882	cdnfilm		3	
883	epa		20	1.0
884	sofia		1	
885	climaterefugees	['climate', 'refugees']	5	1.0
886	climatechange	['climate', 'change']	5035	5030.0
887	heathrow		4	7.0
888	incline		1	
889	naturelove	['nature', 'love']	1	
890	climatemarch	['climate', 'march']	16	
891	journey2018	['journey', '2018']	4	
892	ruralelectrification	['rural', 'electrification']	1	
893	sapoli		1	
894	forourkids	['for', 'our', 'kids']	2	
895	tahiti		1	
896	mkhitaryan		1	
897	democrats		1	7.0
898	watershedmanagement	['watershed', 'management']	1	
899	education		12	27.0
900	hambi	['ham', 'bi']	1	
901	think100	['think', '100']	8	
902	womancrushwednesday		1	
903	bclp		4	
904	fishyfriday		1	
905	insecurity	['in', 'security']	3	
906	barwonvotes		1	
907	strongertogether	['stronger', 'together']	1	3.0
908	projectpossible	['project', 'possible']	1	
909	diabetes		3	
910	highseas	['high', 'seas']	3	
911	exposethetruth	['expose', 'the', 'truth']	2	
912	dragging		1	
913	globalgoals	['global', 'goals']	42	18.0
914	trumpcult	['trump', 'cult']	1	
915	florida		8	1.0
916	greenrwanda		1	
917	poemaday	['poem', 'a', 'day']	1	1.0
918	architecture		7	8.0
919	localfood	['local', 'food']	1	
920	goprussia		1	
921	noplanetb	['no', 'planet', 'b']	5	4.0
922	makeourplanetgreatagain	['make', 'our', 'planet', 'great', 'again']	2	
923	pruittdown	['pr', 'u', 'it', 't', 'down']	1	
924	weatheraware	['weather', 'aware']	1	
925	fighters		1	
926	draintheswamp	['drain', 'the', 'swamp']	1	
927	fridaysforfurture		3	
928	algorithms		6	
929	louisiana		4	
930	cem9		1	
931	loggingburns	['logging', 'burns']	1	
932	klimastreik		1	
933	releasethefullmuellerreportnow		5	
934	environmentalmanifesto	['environmental', 'manifesto']	2	
935	pacific		4	9.0
936	nge		2	
937	bolsonaro		1	
938	deporttrump	['deport', 'trump']	1	
939	run		1	
940	interiordesign	['interior', 'design']	2	1.0
941	globe		1	1.0
942	climateimpacts	['climate', 'impacts']	2	
943	forestproud	['forest', 'proud']	1	
944	mindmap	['mind', 'map']	1	
945	kohlekommission		1	
946	nt2t		1	
947	concentratedsolarpower	['concentrated', 'solar', 'power']	1	
948	barthmann		1	
949	digitalsoldiers	['digital', 'soldiers']	1	
950	satire		1	
951	hometobilo		2	
952	original		1	
953	votegreen	['vote', 'green']	3	
954	solarpanel	['solar', 'panel']	1	
955	ctwc		1	
956	kudos		1	
957	sdg		11	9.0
958	youth2030	['youth', '2030']	2	
959	esl		3	
960	heavyrain	['heavy', 'rain']	1	
961	charlestonwv		1	
962	notredame		8	
963	healthyliving	['healthy', 'living']	1	
964	ukheatwave		2	
965	internationalwomensday		8	
966	nmpol		1	
967	viacarpatia		1	
968	analytics		1	1.0
969	friendsnotfood	['friends', 'not', 'food']	4	
970	communities		4	
971	poetrycommunity	['poetry', 'community']	3	
972	eos		4	
973	100re	['100', 're']	1	
974	jointhedots	['join', 'the', 'dots']	1	
975	nmleg		1	
976	wapol		1	
977	adapt		2	1.0
978	swgreen		7	
979	ucas		1	
980	climate4all	['climate', '4', 'all']	3	
981	takeastand	['take', 'a', 'stand']	1	
982	religion		1	
983	rio		1	
984	healthyeating	['healthy', 'eating']	1	
985	insulation		1	1.0
986	efiplantam19		1	
987	retweetplease	['re', 'tweet', 'please']	1	
988	swanseabaytidallagoon		1	
989	zerocarbon	['zero', 'carbon']	1	7.0
990	oceans		16	8.0
991	notplaying	['not', 'playing']	1	
992	oatdrink	['oat', 'drink']	2	
993	bigoil	['big', 'oil']	6	5.0
994	climatemcr		1	
995	policyforumpod	['policy', 'forum', 'pod']	1	
996	protectthearctic	['protect', 'the', 'arctic']	6	
997	nwo		2	1.0
998	tuesdaymorning		1	
999	mississaugalakeshore		1	
1000	artistresidency	['artist', 'residency']	1	
1001	crypto		1	
1002	tfa19colombia		1	
1003	equation		1	
1004	followback	['follow', 'back']	7	
1005	climatemigration	['climate', 'migration']	2	2.0
1006	hackathon		1	
1007	wearestillin	['we', 'are', 'still', 'in']	4	1.0
1008	itstartsathome	['it', 'starts', 'at', 'home']	1	
1009	worldhealthassembly	['world', 'health', 'assembly']	1	
1010	systemsapproach	['systems', 'approach']	1	
1011	naturaldisaster	['natural', 'disaster']	4	
1012	youthinaction	['youth', 'in', 'action']	1	
1013	racingextintion		1	
1014	commonsenseguncontrol	['commonsense', 'gun', 'control']	3	1.0
1015	unitednations	['united', 'nations']	2	2.0
1016	echinococcus	['e', 'chino', 'coccus']	1	
1017	savecow	['save', 'cow']	1	
1018	medellín		1	
1019	whatsonmanchester		1	
1020	climateliteracy	['climate', 'literacy']	3	
1021	jamaica		1	2.0
1022	lingohack	['lingo', 'hack']	1	
1023	developers		1	
1024	catl		2	
1025	grøntvalg		1	
1026	pyongyang		1	
1027	intersolar	['inter', 'solar']	1	
1028	italy		3	2.0
1029	climatebill	['climate', 'bill']	1	
1030	scichatnz		2	
1031	nuclearreactors	['nuclear', 'reactors']	1	
1032	newenergynarrative	['new', 'energy', 'narrative']	1	
1033	greenwave	['green', 'wave']	1	
1034	embrace		1	
1035	plasticsucks	['plastic', 'sucks']	1	
1036	monitoring		1	
1037	evd		1	
1038	2050isnow	['2050', 'is', 'now']	1	
1039	see		1	
1040	bath		1	
1041	nocollusionnoobstruction	['no', 'collusion', 'no', 'obstruction']	1	
1042	itsnotnatural	['its', 'not', 'natural']	2	
1043	gcas2018		5	1.0
1044	bcorp	['b', 'corp']	1	
1045	icesheetmelting	['ice', 'sheet', 'melting']	1	
1046	smallfarmers	['small', 'farmers']	1	
1047	weathermanipulation	['weather', 'manipulation']	1	
1048	auslaw	['a', 'us', 'law']	1	
1049	greenpeace		1	1.0
1050	trumptrain	['trump', 'train']	3	5.0
1051	refrigerant		1	
1052	mondaymorning		1	2.0
1053	foxnews	['fox', 'news']	2	
1054	csaafrica		1	
1055	pondinlet	['pond', 'inlet']	1	
1056	ecoliving		1	1.0
1057	impeachbarr		3	
1058	sunsets		2	1.0
1059	meltingsummer	['melting', 'summer']	1	
1060	divested		1	
1061	electoralbonds	['electoral', 'bonds']	3	
1062	openscience	['open', 'science']	1	
1063	biden2020		1	
1064	ukpolitics		7	
1065	franziskus		1	
1066	extinctions		1	
1067	dtes		1	
1068	thankyou		1	
1069	cybersecurity		1	1.0
1070	water		61	35.0
1071	urbanresilience	['urban', 'resilience']	1	
1072	yunnan		1	
1073	acw	['a', 'cw']	2	
1074	shelfie		1	
1075	hiphop		1	
1076	landscape		1	
1077	excesswater	['excess', 'water']	1	
1078	foreignpolicy	['foreign', 'policy']	1	
1079	thegreennewdeal	['the', 'green', 'new', 'deal']	1	
1080	cawx	['caw', 'x']	1	
1081	national		1	1.0
1082	loveislove	['love', 'is', 'love']	1	
1083	pollutionfreeenvironmentwithmsg		1	
1084	beatplasticpollution	['beat', 'plastic', 'pollution']	4	3.0
1085	climatelitigation	['climate', 'litigation']	1	1.0
1086	wirral		1	
1087	hydropower		1	2.0
1088	seven		1	
1089	oklahoma		1	
1090	inequalitygap	['inequality', 'gap']	1	
1091	curtin		1	
1092	food4thought	['food', '4', 'thought']	1	
1093	trans		1	
1094	ep2019		4	
1095	hurricanes		5	2.0
1096	director		1	
1097	pressrelease	['press', 'release']	3	
1098	endangered		1	
1099	napexpo	['nap', 'expo']	3	
1100	apsreview		1	
1101	aciran		2	
1102	wednesdaymotivation		4	
1103	rattan		1	
1104	whataretheyhiding	['what', 'are', 'they', 'hiding']	1	
1105	climatechaos	['climate', 'chaos']	3	1.0
1106	xrp		2	
1107	experiment		1	
1108	reef		5	
1109	psids		2	
1110	uranium		1	3.0
1111	nevertrump	['never', 'trump']	1	
1112	breathefree	['breathe', 'free']	1	
1113	ponzischeme		1	
1114	icebergalley	['iceberg', 'alley']	1	
1115	1u	['1', 'u']	1	
1116	poems		1	
1117	environmentalchange	['environmental', 'change']	1	
1118	ipbes		1	
1119	heathrowexpansion		6	
1120	indiacoolingactionplan		1	
1121	isds		3	1.0
1122	geflive		1	
1123	trenberth		1	
1124	mexicodf		1	
1125	new		1	1.0
1126	nhs		8	2.0
1127	arrogant		1	
1128	woodstoves	['wood', 'stoves']	1	
1129	powerpastcoal	['power', 'past', 'coal']	1	
1130	bbclearningenglish		1	
1131	diesel		2	
1132	answer		3	
1133	globalization		1	1.0
1134	author		3	1.0
1135	canada		19	12.0
1136	beautiful		1	1.0
1137	criticalthinking	['critical', 'thinking']	1	
1138	halfmoonbay	['half', 'moon', 'bay']	1	
1139	researchers		1	2.0
1140	racists		1	
1141	scheerlies		1	
1142	fortheplanet	['for', 'the', 'planet']	3	
1143	filmphotography	['film', 'photography']	1	
1144	arcticsustainability	['arctic', 'sustainability']	1	
1145	oligarchy		1	
1146	oatly		2	
1147	arturo		1	
1148	teamlinac		1	
1149	zimbabue		1	
1150	parliament		2	
1151	borrowedpodcast	['borrowed', 'podcast']	1	
1152	closed		1	
1153	followbacks	['follow', 'backs']	5	
1154	racewecanwin	['race', 'we', 'can', 'win']	1	
1155	asda		1	
1156	overfishing		1	2.0
1157	realfood	['real', 'food']	2	
1158	putinspuppet	['put', 'in', 's', 'puppet']	3	1.0
1159	worldcup18		1	
1160	france		2	1.0
1161	tories		1	1.0
1162	australians		1	
1163	climategate	['climate', 'gate']	2	1.0
1164	dataforgood	['data', 'for', 'good']	1	
1165	environmentday	['environment', 'day']	1	
1166	urbandecay	['urban', 'decay']	1	
1167	jonesandco		1	
1168	techtuesday		1	
1169	toomanycows	['too', 'many', 'cows']	2	
1170	ev		6	8.0
1171	medicareforamerica		1	
1172	popefrancis		4	
1173	ecologías		1	
1174	devolution		1	
1175	phd		2	2.0
1176	publicprivatecommitments	['public', 'private', 'commitments']	1	
1177	igcs		1	
1178	foodinnovation	['food', 'innovation']	7	2.0
1179	pelldefenders		2	
1180	complexitytime	['complexity', 'time']	1	
1181	rightwing		1	
1182	smallchildbigvoice	['small', 'child', 'big', 'voice']	1	
1183	festivaldecannes		1	
1184	endgerrymandering	['end', 'gerrymandering']	1	
1185	savetheplanet	['save', 'the', 'planet']	12	35.0
1186	rummerlab	['rummer', 'lab']	1	
1187	seattle		1	1.0
1188	womenhater	['women', 'hater']	1	
1189	foodbanks	['food', 'banks']	3	
1190	dailytrumptip	['daily', 'trump', 'tip']	1	
1191	socialists		1	
1192	climatejourney18	['climate', 'journey', '18']	6	
1193	greencover	['green', 'cover']	1	
1194	nikonf3		1	
1195	klimaatverandering		1	
1196	environomentalchange	['en', 'v', 'iron', 'o', 'mental', 'change']	1	
1197	stuff		1	
1198	wansolwaranews	['wan', 'sol', 'war', 'a', 'news']	1	
1199	fbrparty		3	2.0
1200	realestate	['real', 'estate']	2	6.0
1201	emma		1	
1202	sorosleaks		1	
1203	10iki		1	
1204	srm		7	
1205	humanitarian		2	2.0
1206	yeson68	['yes', 'on', '68']	1	
1207	planetfirst	['planet', 'first']	1	
1208	califorgardens		2	
1209	animalliberation	['animal', 'liberation']	1	
1210	goldaward	['gold', 'award']	1	
1211	qarmy	['q', 'army']	2	
1212	onelifeoneworld	['one', 'life', 'one', 'world']	1	
1213	corpgov	['corp', 'gov']	1	
1214	strategicphilanthropy	['strategic', 'philanthropy']	1	
1215	matteroffact	['matter', 'of', 'fact']	20	
1216	climatescientists	['climate', 'scientists']	1	2.0
1217	q		2	3.0
1218	cdnimm		1	
1219	waterwaste	['water', 'waste']	3	
1220	bigtobacco	['big', 'tobacco']	1	
1221	facepalm	['face', 'palm']	1	
1222	volcanos		1	
1223	smokeandfumes	['smoke', 'and', 'fumes']	1	
1224	extinctionrebellion	['extinction', 'rebellion']	98	
1225	acttoday	['act', 'today']	1	
1226	symposium		1	
1227	selfaggrandizement	['self', 'aggrandizement']	2	
1228	blood		1	
1229	hurricaneflora	['hurricane', 'flora']	1	
1230	implications		1	
1231	amazon		3	3.0
1232	lovecarbon	['love', 'carbon']	1	
1233	gogreen	['go', 'green']	9	11.0
1234	unsc		3	
1235	spillway		1	
1236	casestudy	['case', 'study']	1	
1237	earthdayeveryday	['earth', 'day', 'everyday']	1	
1238	copolitics	['co', 'politics']	2	1.0
1239	entertainment		1	
1240	abbott		1	
1241	45th		1	
1242	climatewednesday		11	
1243	miami		3	
1244	getready	['get', 'ready']	1	
1245	onenation	['one', 'nation']	1	
1246	consumerism		1	
1247	irma		1	
1248	researchimpacteu		2	
1249	oceanography		1	
1250	learn		2	2.0
1251	angels		1	
1252	charlatons	['char', 'la', 'tons']	1	
1253	biogas		2	
1254	akgov		2	
1255	soils		2	
1256	algae		2	1.0
1257	corruption		7	
1258	c40cites	['c', '40', 'cites']	1	
1259	quoteoftheday	['quote', 'of', 'the', 'day']	5	
1260	atlanta		1	
1261	rooftopsolar	['rooftop', 'solar']	3	
1262	vote		1	5.0
1263	democratshateamerica		2	
1264	growers		1	
1265	isreal	['is', 'real']	1	
1266	socialjustice	['social', 'justice']	4	
1267	droughtrelief	['drought', 'relief']	1	
1268	futuristic		1	
1269	callforpapers	['call', 'for', 'papers']	1	
1270	silicones	['silicone', 's']	1	
1271	medicare		2	
1272	realconsequences	['real', 'consequences']	1	
1273	weatherwarfare	['weather', 'warfare']	1	
1274	highereducation	['higher', 'education']	1	1.0
1275	starfish		1	
1276	turkana		1	
1277	eusew18		1	
1278	protecthealth	['protect', 'health']	1	
1279	elsalvador		1	
1280	plantpower	['plant', 'power']	1	
1281	daylighting		1	
1282	byd	['by', 'd']	2	1.0
1283	loveanimals	['love', 'animals']	2	
1284	givevoice	['give', 'voice']	1	
1285	antivaxxer		1	
1286	books		2	4.0
1287	madewithoutcows	['made', 'without', 'cows']	1	
1288	evs		6	2.0
1289	wetlands		1	1.0
1290	beg		1	
1291	youhavethepower	['you', 'have', 'the', 'power']	1	
1292	cdnhousing		1	
1293	automation		1	2.0
1294	ebooks	['e', 'books']	1	
1295	womeninbiz	['women', 'in', 'biz']	1	
1296	ecocide		5	
1297	denialists	['denial', 'is', 'ts']	1	
1298	auspol	['a', 'us', 'pol']	187	182.0
1299	billgates	['bill', 'gates']	1	
1300	motivate		2	
1301	miamibeach		2	
1302	feedthefuture	['feed', 'the', 'future']	1	
1303	mitigation		1	2.0
1304	maplesyrup	['maple', 'syrup']	1	
1305	elephant		1	
1306	gcf		1	
1307	urbanheatisland	['urban', 'heat', 'island']	2	
1308	telangana		1	
1309	climatesmart	['climate', 'smart']	1	1.0
1310	jpmorgan		1	
1311	protectedareas	['protected', 'areas']	1	
1312	wokeaf		3	
1313	fortmcmurray		1	
1314	sdgs		63	49.0
1315	flower		1	1.0
1316	windmill		1	
1317	buddhism		3	
1318	emergency		1	
1319	biking		1	
1320	endfactoryfarmingnow	['end', 'factory', 'farming', 'now']	1	
1321	rightnow	['right', 'now']	1	
1322	megaprojects	['mega', 'projects']	1	
1323	newnormal	['new', 'normal']	1	
1324	thefutureisvegan	['the', 'future', 'is', 'vegan']	1	
1325	protectouroceans	['protect', 'our', 'oceans']	1	
1326	veterans		1	
1327	globaleu		1	
1328	climatracker		1	
1329	bluewave	['blue', 'wave']	6	
1330	jokes		1	3.0
1331	theowls	['the', 'owls']	2	
1332	multilateralism	['multilateral', 'is', 'm']	1	
1333	climateontap	['climate', 'on', 'tap']	1	
1334	copper		2	
1335	roundearth	['round', 'earth']	2	
1336	mox		2	
1337	astrobiologist		1	
1338	arcticcouncil	['arctic', 'council']	2	
1339	invest		1	
1340	gerbils		2	
1341	inspired		1	
1342	theparisclimateagreement		1	
1343	sdg17		1	
1344	steamdrills	['steam', 'drills']	1	
1345	whitenationalists	['white', 'nationalists']	1	
1346	taxes		1	2.0
1347	climatescience	['climate', 'science']	7	6.0
1348	2020election	['2020', 'election']	2	
1349	ban		2	
1350	artificialphotosynthesis	['artificial', 'photosynthesis']	1	
1351	leavetheleaves	['leave', 'the', 'leaves']	1	
1352	bahamas		1	
1353	mississauga		1	
1354	heat		6	1.0
1355	teslabatterypacks		1	
1356	shoes		1	
1357	atmosphere		1	2.0
1358	plant		1	
1359	ipccinedinburgh		2	
1360	repost	['re', 'post']	4	
1361	bushfires		1	1.0
1362	carbontaxes	['carbon', 'taxes']	1	
1363	dementia		3	1.0
1364	energyefficient	['energy', 'efficient']	2	
1365	thread		1	
1366	no2lhr	['no', '2', 'l', 'hr']	1	
1367	produce		1	
1368	agtech		2	2.0
1369	stepuptotheplate	['step', 'up', 'to', 'the', 'plate']	1	
1370	sciencehistory	['science', 'history']	1	
1371	spider		1	
1372	deepstate	['deep', 'state']	1	
1373	meeting		1	
1374	g7charlevoix		2	
1375	greenclimatefund	['green', 'climate', 'fund']	2	
1376	ecoterrorism		1	
1377	tedx	['ted', 'x']	1	
1378	malawi		1	
1379	districtenergy	['district', 'energy']	1	
1380	arcticcircle	['arctic', 'circle']	2	
1381	greenfleet	['green', 'fleet']	1	
1382	innovations		1	
1383	kochbrothers		1	1.0
1384	enlightenment		3	
1385	dealmaker	['deal', 'maker']	2	
1386	moronic		1	
1387	gretathunberg		33	
1388	racialequality	['racial', 'equality']	1	
1389	carbonmajors	['carbon', 'majors']	1	
1390	cop23	['cop', '23']	10	
1391	worldenvironmentday2018	['world', 'environment', 'day', '2018']	2	
1392	netherlands		4	
1393	federalgrants	['federal', 'grants']	1	
1394	renewablenowtv		1	
1395	mbpoli		1	
1396	earthlovers	['earth', 'lovers']	1	
1397	environmentalprotection	['environmental', 'protection']	2	
1398	allhandsondeck	['all', 'hands', 'on', 'deck']	1	
1399	springs		1	
1400	redefininggrowth	['redefining', 'growth']	2	
1401	audiogram	['audio', 'gram']	3	
1402	fossilfuelcorporations	['fossil', 'fuel', 'corporations']	1	
1403	englandeastanglia		1	
1404	healthy		2	
1405	charcoal4kwh		2	
1406	prepper	['prep', 'per']	1	
1407	program		1	
1408	ccartcompe	['c', 'cart', 'comp', 'e']	1	
1409	missionblue	['mission', 'blue']	1	
1410	nuclear		10	8.0
1411	air		2	
1412	lamb		1	
1413	engswe		1	
1414	trees		14	12.0
1415	dontkillmybuzz		1	
1416	wutv		3	
1417	lifelongvegans	['lifelong', 'vegans']	1	
1418	ruralvisionwhrf		1	
1419	insurancerisk	['insurance', 'risk']	1	
1420	webinar		5	1.0
1421	yearofthebird	['year', 'of', 'the', 'bird']	1	
1422	bgffclimate		1	
1423	icomos		2	
1424	sydneyharbour		1	
1425	nationalinsectweek	['national', 'insect', 'week']	1	
1426	agenda21	['agenda', '21']	3	4.0
1427	cars		1	
1428	sundaymorning		4	2.0
1429	hypocracy	['hypo', 'c', 'racy']	1	
1430	skyoceanrescue	['sky', 'ocean', 'rescue']	1	
1431	papersculptures	['paper', 'sculptures']	2	
1432	ab32	['ab', '32']	2	
1433	championoftheearth	['champion', 'of', 'the', 'earth']	1	
1434	musician		1	
1435	vegetation		1	1.0
1436	genome		1	
1437	altcoin	['alt', 'coin']	4	
1438	coolplanetchampion	['cool', 'planet', 'champion']	1	
1439	cancerprevention	['cancer', 'prevention']	1	
1440	youthconveningmn		1	
1441	ashrae		1	
1442	climhist		2	
1443	interkoreansummit		5	
1444	woodpellet	['wood', 'pellet']	1	
1445	womeninwood	['women', 'in', 'wood']	1	
1446	er		2	
1447	presidentialcampaign2020	['presidential', 'campaign', '2020']	1	
1448	til		1	
1449	wethepeopleofearth	['we', 'the', 'people', 'of', 'earth']	3	
1450	ellesmereport		1	
1451	skiing		1	
1452	environmentaljustice	['environmental', 'justice']	18	32.0
1453	climateuniversity	['climate', 'university']	1	
1454	entrepreneurs		1	1.0
1455	economy		11	6.0
1456	genocide		1	
1457	houston		2	3.0
1458	youth		8	5.0
1459	roads		1	
1460	livingplanet	['living', 'planet']	2	
1461	financial		1	
1462	horsemeat	['horse', 'meat']	1	
1463	climatrawareness		1	
1464	endplasticpollution	['end', 'plastic', 'pollution']	3	
1465	electric		1	
1466	ufgc19		2	
1467	fracked	['f', 'racked']	1	
1468	strugglingtosurvive	['struggling', 'to', 'survive']	1	
1469	calgary		2	1.0
1470	srilanka		1	
1471	fuelcells	['fuel', 'cells']	2	
1472	marinelitter	['marine', 'litter']	1	
1473	empowerwomen	['empower', 'women']	2	
1474	mmsz		1	
1475	poll		1	
1476	environmentalemergency	['environmental', 'emergency']	1	
1477	unite		1	
1478	ilmastovaalit		1	
1479	womenssafety		3	
1480	houstonflood		1	
1481	seasons		1	
1482	go100re	['go', '100', 're']	3	24.0
1483	zerotuition	['zero', 'tuition']	1	
1484	joke		1	
1485	sdgatlas		1	
1486	keepmamaafricagreen		6	
1487	farmingtoday	['farming', 'today']	1	
1488	weneedparis		1	
